funz-app       | [ INFO ] GET /health [request-id: FADA912A-D1B4-4D25-9A26-17C5D814295A]
funz-app       | [ INFO ] GET /health [request-id: 6312B933-81B3-4627-A051-318D4EE1D376]
funz-app       | [ INFO ] GET /health [request-id: D9A07B5A-7F87-4D4A-98F2-56D0BD8A6EF4]
funz-app       | [ INFO ] GET /health [request-id: 94E13529-FD8D-4171-BCF5-A3EB86A3CA7D]
funz-app       | [ INFO ] GET /health [request-id: CDF155C2-0BB2-444C-B2F7-2A7BF4B86D53]
funz-app       | [ INFO ] GET /health [request-id: 9F096514-41E7-45C3-8091-390EB7AE1CCC]
funz-app       | [ INFO ] GET /health [request-id: 600701E3-42D2-4B4E-B2BE-B698C1AEF2E2]
funz-app       | [ INFO ] GET /health [request-id: AB38A0D0-5860-48D3-A961-7829760A1B8B]
funz-app       | [ INFO ] GET /health [request-id: BC736AC6-0B3B-4720-8B45-6876A945708B]
funz-app       | [ INFO ] GET /health [request-id: 15996630-3A9B-468C-A409-29B1F086FACC]
funz-app       | [ INFO ] GET /health [request-id: 2B5846E1-3D1C-4475-821C-920D9F865A6C]
funz-app       | [ INFO ] GET /health [request-id: D4EBA724-769E-4EF3-A0CF-C61D37C45CC8]
funz-app       | [ INFO ] GET /health [request-id: E9C49DBD-3965-45A1-932C-6DB3434CA8C5]
funz-app       | [ INFO ] GET /health [request-id: 50B77803-ED3B-4DCD-A034-6E02025CA4FF]
funz-app       | [ INFO ] GET /health [request-id: 97623E5A-EEBD-4B4D-B0B7-07A2E0BD3E3C]
funz-app       | [ INFO ] GET /health [request-id: 785FC327-69FA-472A-A59F-F1683DE50376]
funz-app       | [ INFO ] GET /health [request-id: C818109B-76E2-4433-8BBA-3FDFF14F85A2]
funz-app       | [ INFO ] GET /health [request-id: AF652775-4C02-4E1B-96E3-53E6F1AC0389]
funz-app       | [ INFO ] GET /health [request-id: 2F56FF4C-2E0B-4F2B-8662-C727FF630E97]
funz-app       | [ INFO ] GET /health [request-id: A72509C1-74EF-4153-905E-A9F4BE52EFEA]
funz-app       | [ INFO ] GET /health [request-id: 60B3043A-0821-49DD-8EE7-D7684B13C911]
funz-app       | [ INFO ] GET /health [request-id: CA4514EB-A61D-4E95-9D1B-C70B563FEAF5]
funz-app       | [ INFO ] GET /health [request-id: 10AE3262-2E59-4642-BAD8-DA7169D3825C]
funz-app       | [ INFO ] GET /health [request-id: 921E52B9-904B-4C1F-8CA0-05F252C1093D]
funz-app       | [ INFO ] GET /health [request-id: 48495B29-DD19-4DA6-843D-0F3A19F50079]
funz-app       | [ INFO ] GET /health [request-id: 885BE589-FCDF-43BC-A1C3-C1FCD237E41E]
funz-app       | [ INFO ] GET /health [request-id: 6026AF96-8BD9-4DB3-942A-ED94A9E5C46A]
funz-app       | [ INFO ] GET /health [request-id: 6E6FAD45-528E-4B6A-9F11-4E1921CB1C26]
funz-app       | [ INFO ] GET /health [request-id: BABCA0D9-1DC3-4863-B5D0-37AD4B868B3B]
funz-app       | [ INFO ] GET /health [request-id: 8E1C06DE-14AC-448D-A96A-3A2FF59D9413]
funz-app       | [ INFO ] GET /health [request-id: 50AB99FA-C4C3-478E-8091-7BE4FA24EB18]
funz-app       | [ INFO ] GET /health [request-id: E3BD1E30-1255-4F67-91B4-AF708CE51422]
funz-app       | [ INFO ] GET /health [request-id: 3B75E1ED-144B-4516-9BD2-C588A721C210]
funz-app       | [ INFO ] GET /health [request-id: E5884C2F-4B36-4284-8BE1-756B65205D2D]
funz-app       | [ INFO ] GET /health [request-id: F6C82365-5B0F-43C1-9759-FA2B12E7C25D]
funz-app       | [ INFO ] GET /health [request-id: D9577F36-F1BF-4E73-B725-77BDCC6A3D7D]
funz-app       | [ INFO ] GET /health [request-id: BDF2BE95-79F1-4EDA-8205-E2442479DCAE]
funz-app       | [ INFO ] GET /health [request-id: 82764391-D561-4F92-922B-1524F6782F0A]
funz-app       | [ INFO ] GET /health [request-id: 1A9FF7CD-F7C4-4D5E-8166-C24BB9CB8D67]
funz-app       | [ INFO ] GET /health [request-id: D4C69E8E-2D2E-4F51-97DE-00E9F53D91F8]
funz-app       | [ INFO ] GET /health [request-id: 4F647A07-E3F6-4373-9491-EB6E91B149A2]
funz-app       | [ INFO ] GET /health [request-id: 3799B753-5DFD-4610-A795-A4DCC106E79E]
funz-app       | [ INFO ] GET /health [request-id: 927AF0E0-4F5A-4D39-B73E-F5AD069F2B56]
funz-app       | [ INFO ] GET /health [request-id: 721F0065-CBE3-4875-A5B5-613C560C8F9E]
funz-app       | [ INFO ] GET /health [request-id: C4C7912D-B629-4247-872F-3744A5FCBA89]
funz-app       | [ INFO ] GET /health [request-id: B5B69720-7F2F-4013-BDF0-2F355FAA3DD1]
funz-app       | [ INFO ] GET /health [request-id: A5200AAA-4B60-440B-9DD2-225311A6FDBB]
funz-app       | [ INFO ] GET /health [request-id: 112AD0E5-D17A-4A4D-87F7-10A3C42C6348]
funz-app       | [ INFO ] GET /health [request-id: 1171E127-79D8-4D62-BA81-DF880CCF144D]
funz-app       | [ INFO ] GET /health [request-id: F50000F7-98E5-45E4-8C98-418B46C8C4E0]
funz-app       | [ INFO ] GET /health [request-id: 878CA94E-2D43-4500-A8B9-F68868B1D1CF]
funz-app       | [ INFO ] GET /health [request-id: 6E98B564-7FC2-44BA-A435-702FD34773A7]
funz-app       | [ INFO ] GET /health [request-id: 6B557B31-394F-46F3-897C-81CF851C7418]
funz-app       | [ INFO ] GET /health [request-id: 513F4C63-4BB5-4051-9D41-EEEA1B957C92]
funz-app       | [ INFO ] GET /health [request-id: 0C01F8C0-F0F7-4234-BB5B-6484E22219B6]
funz-app       | [ INFO ] GET /health [request-id: 2A116CB0-9317-46D4-B169-936B62928035]
funz-app       | [ INFO ] GET /health [request-id: 5CFFA0BD-0143-47E4-AD6F-E0374DC3A205]
funz-app       | [ INFO ] GET /health [request-id: 57861870-0617-4CE2-9B80-3CC49A66CADF]
funz-app       | [ INFO ] GET /health [request-id: 4E32F258-7C16-4ECE-9D79-4C0611A90780]
funz-app       | [ INFO ] GET /health [request-id: E37383AC-492F-42AA-9642-AC978CBB434B]
funz-app       | [ INFO ] GET /health [request-id: 8B8B72D2-CDC4-46FA-9CE2-8CD07E27C803]
funz-app       | [ INFO ] GET /health [request-id: 8EEEB241-C7FD-4DF1-A1E8-0E901FFBAB29]
funz-app       | [ INFO ] GET /health [request-id: 03E3BFC2-F43A-4D4A-9B4E-FFBC35DD2134]
funz-app       | [ INFO ] GET /health [request-id: DDCA46D4-AC66-4213-B9A8-A0DC7E9FCECB]
funz-app       | [ INFO ] GET /health [request-id: A2FC1BE4-5256-4982-9D51-865019F5B824]
funz-app       | [ INFO ] GET /health [request-id: 7A5C5192-EE20-46B1-8D74-C515369C7847]
funz-app       | [ INFO ] GET /health [request-id: DF8EA0C8-0F10-4917-9035-BE24420F280D]
funz-app       | [ INFO ] GET /health [request-id: C2FFECFF-4362-4575-A4B5-01C914C8843F]
funz-app       | [ INFO ] GET /health [request-id: 12355665-0789-4274-8040-E235B1CE7CEF]
funz-app       | [ INFO ] GET /health [request-id: 7B87711A-1611-4B92-9804-014F5773723C]
funz-app       | [ INFO ] GET /health [request-id: 7BAE43E6-F038-4564-8A38-4FD7D500B486]
funz-app       | [ INFO ] GET /health [request-id: EB9F381A-5747-4423-9D3A-C9086109547A]
funz-app       | [ INFO ] GET /health [request-id: B55F5149-76EE-4599-95F0-A96DAB79DC58]
funz-app       | [ INFO ] GET /health [request-id: 23895150-DE43-47C6-94EA-ECEB930F64C9]
funz-app       | [ INFO ] GET /health [request-id: 1B36A4A7-1F46-48B8-A9C2-8D3B3D7D0E60]
funz-app       | [ INFO ] GET /health [request-id: 7227D8DA-130F-4258-A0C3-D3281B3964E6]
funz-app       | [ INFO ] GET /health [request-id: F2CE8BF4-321F-408F-8A2B-D4AA88F2EC5B]
funz-app       | [ INFO ] GET /health [request-id: 1CE3F73A-58D5-456B-91D3-6B0864D57DA4]
funz-app       | [ INFO ] GET / [request-id: 5882667E-C5B5-4BC6-B288-E74BD8A30C6B]
funz-app       | [ INFO ] GET /health [request-id: 21E35EE7-91B2-4E27-BCA8-11EF0450CEF5]
funz-app       | [ INFO ] GET /health [request-id: A1DC3121-F753-4339-B119-12CD739EE6D2]
funz-app       | [ INFO ] GET /health [request-id: 705BD3E6-2AB2-4339-A6A3-6B31316C7FC7]
funz-app       | [ INFO ] GET /health [request-id: C31C3F01-BC0B-4869-8F8A-C51976243981]
funz-app       | [ INFO ] GET /health [request-id: C1CA036B-5F28-46A9-ADAD-A0E1058652FF]
funz-app       | [ INFO ] GET /health [request-id: 17EA14F2-DC3F-4AB9-908B-DADFB53CC3B9]
funz-app       | [ INFO ] GET /health [request-id: BA0D2976-1D7A-4A67-A75A-5308F3862E3B]
funz-app       | [ INFO ] GET /health [request-id: 5000059E-6444-43F5-AC7B-321C4753BBAD]
funz-app       | [ INFO ] GET /health [request-id: AE0D8E39-7DA6-4CD3-91A1-A53CD31B1D94]
funz-app       | [ INFO ] GET /health [request-id: 01C54E25-941F-4B7C-B9A5-72F3E2D5BC36]
funz-app       | [ INFO ] GET /health [request-id: 688F1590-F561-4877-A73C-90F862647E6F]
funz-app       | [ INFO ] GET /health [request-id: 7AE955AD-3C58-4C8E-8C23-2FE8FBF3DBFC]
funz-app       | [ INFO ] GET /health [request-id: 7E855E35-BCD1-4552-8F07-E1C433A0A97C]
funz-app       | [ INFO ] GET /health [request-id: F33B6C57-B353-4D3D-981F-DECF1B98232D]
funz-app       | [ INFO ] GET /health [request-id: 09DA1B7A-EA6E-4104-95CD-0FDB77CF8866]
funz-app       | [ INFO ] GET /health [request-id: C90E44E0-F68D-47E2-A6BD-5A75238315C3]
funz-app       | [ INFO ] GET /health [request-id: 0C250F9E-26E5-47E8-9B94-CC3E1E656FC1]
funz-app       | [ INFO ] GET /health [request-id: 6C50BE43-95E7-4084-941B-A3008A96A347]
funz-app       | [ INFO ] GET /health [request-id: A45727E9-7115-4BF5-B1F1-42293F745677]
funz-app       | [ INFO ] GET /health [request-id: 96C264B6-0B46-4C22-8285-60D2EBE04010]
funz-app       | [ INFO ] GET /health [request-id: 430E0FAE-187D-4B8E-8A84-3B5476E87C10]
funz-app       | [ INFO ] GET /health [request-id: 6A6A05B0-C593-4B83-B986-F279DAB7E5F6]
funz-app       | [ INFO ] GET /health [request-id: 8964E134-104C-4AB5-9B9D-9D37B5CC5F1C]
funz-app       | [ INFO ] GET /health [request-id: 1AB49C84-94B2-403C-B1CC-926DDF5F70BF]
funz-app       | [ INFO ] GET /health [request-id: D1C2C8DE-D71B-4C65-8A01-4FC8C94C1509]
funz-app       | [ INFO ] GET /health [request-id: A60C3DD8-E8A8-467A-B550-C6104A8E8DB9]
funz-app       | [ INFO ] GET /health [request-id: 3A9DA3D7-1C61-40CD-8392-DF527E30F491]
funz-app       | [ INFO ] GET /health [request-id: 534DDDFF-A6D9-4736-A5E4-F67EFE0166EB]
funz-app       | [ INFO ] GET /health [request-id: D379D429-639D-4C30-AE8C-14C2CD61CF2A]
funz-app       | [ INFO ] GET /health [request-id: 35FA5BA5-AC25-4ED2-A732-C5857D29890F]
funz-app       | [ INFO ] PROPFIND / [request-id: 9123EDA4-EFAC-4DB8-9CD6-12455B43AB97]
funz-app       | [ INFO ] GET /health [request-id: 10F455AA-47C2-434C-8125-B3C77F690438]
funz-app       | [ INFO ] GET /health [request-id: 18C70D3D-7DCB-4E5E-BE46-1DF990C89B22]
funz-app       | [ INFO ] GET /health [request-id: 175860AA-C441-4BF7-9D11-67A70E7B00CC]
funz-app       | [ INFO ] GET /health [request-id: 66836B13-3CE2-4775-B784-05D0EB115CF6]
funz-app       | [ INFO ] GET /health [request-id: 3DA9F2E1-00CF-43ED-97E5-EC3E84768A76]
funz-app       | [ INFO ] GET /health [request-id: 277C4F8E-FD4C-4EE6-B673-7B197F831E07]
funz-app       | [ INFO ] GET /health [request-id: 2ED97CAF-4C40-4CBA-882E-E50D8A4D0CD1]
funz-app       | [ INFO ] GET /health [request-id: 9490F4CE-D6FD-4B8A-8237-88B280517162]
funz-app       | [ INFO ] GET /health [request-id: A2BE47DA-0D6A-47C7-85AE-4EE42AEF2AE1]
funz-app       | [ INFO ] GET /health [request-id: E7C4D99F-E66E-4AC6-A6CD-7334A28D60ED]
funz-app       | [ INFO ] GET /health [request-id: 863C49D5-672E-45CD-A405-A940AB5582C0]
funz-app       | [ INFO ] GET /health [request-id: 4515DF93-2521-4F3F-AF00-A9CD561CF95A]
funz-app       | [ INFO ] GET /health [request-id: 35B6B805-0126-40FE-B3C6-FE9F0CB4248F]
funz-app       | [ INFO ] GET /health [request-id: D51266B4-3514-452F-90D6-1CFA3520A2B4]
funz-app       | [ INFO ] GET /health [request-id: E222525A-DFC1-4FF7-AC6F-C4D364613FAB]
funz-app       | [ INFO ] GET /health [request-id: 2F987D4E-C8E6-4CF8-8410-35DA64832DCF]
funz-app       | [ INFO ] GET /health [request-id: 0177F100-FE7B-4C93-9B1F-EB31628AFD29]
funz-app       | [ INFO ] GET /health [request-id: 7C4674CE-D71F-48E2-9F75-43A7932A8D47]
funz-app       | [ INFO ] GET /health [request-id: 0C789647-68C8-4908-A257-E22F1DA60D7F]
funz-app       | [ INFO ] GET /health [request-id: 7EFFF665-8C47-4A3C-92BC-07A3E61023F4]
funz-app       | [ INFO ] GET /health [request-id: F08DC126-86AE-4966-99BE-D5D4D5B59C0F]
funz-app       | [ INFO ] GET / [request-id: 8ED7F1EF-A38A-47F7-84B9-8C927B56353E]
funz-app       | [ INFO ] GET /health [request-id: C9D318AA-2BC4-412F-B224-8E4CD8CBA284]
funz-app       | [ INFO ] GET /health [request-id: D74EE806-5F6C-49CA-9EE9-804E0859754F]
funz-app       | [ INFO ] GET /health [request-id: ACCC1AAE-64E0-4573-9FBD-5A6886D7F8DE]
funz-app       | [ INFO ] GET /health [request-id: 5A7BAE17-0773-4B66-8FCD-3D6626A64438]
funz-app       | [ INFO ] GET /health [request-id: 73C30E0A-6887-45AC-B76F-38DB7B26B0D1]
funz-app       | [ INFO ] GET /health [request-id: E6992413-2A21-46C5-85EF-51398F9148F4]
funz-app       | [ INFO ] GET /health [request-id: A17B8673-0138-41C0-97A9-B264434B4043]
funz-app       | [ INFO ] GET /health [request-id: 4607D354-4D68-44CB-ADF6-3E8316F42082]
funz-app       | [ INFO ] GET /health [request-id: 754148FF-078F-4B95-9BCC-F1A8A2F15522]
funz-app       | [ INFO ] GET /health [request-id: 186F6186-6B8C-4DD1-8534-B53E23E08F7A]
funz-app       | [ INFO ] GET /health [request-id: 408DE5CA-2517-4860-8B38-937E13500C0C]
funz-app       | [ INFO ] GET /health [request-id: 7AC8F1DD-5E20-4880-8196-ED5DE78C7084]
funz-app       | [ INFO ] GET /health [request-id: 83E070F1-6111-4986-9039-D0EFC8181530]
funz-app       | [ INFO ] GET /health [request-id: 7074F554-5B37-4F85-9D3F-BF874ED8B96B]
funz-app       | [ INFO ] GET /health [request-id: D0A2C2E0-93E2-4848-ADF7-9DACC304F209]
funz-app       | [ INFO ] GET /health [request-id: 6C8E178A-4021-4C9C-9DC7-9C3D05437F76]
funz-app       | [ INFO ] GET /health [request-id: 682E8AC5-8F18-4025-9AF1-A88A8DEA6FDD]
funz-app       | [ INFO ] GET /health [request-id: CE8022A5-9E92-47B2-95BA-B0588524511D]
funz-app       | [ INFO ] GET /health [request-id: 6B58D337-3DA6-4B54-AD87-3BE8282ECCD9]
funz-app       | [ INFO ] GET /health [request-id: 775B865A-D8DC-43B8-AED3-75D3B5597F7E]
funz-app       | [ INFO ] GET /health [request-id: 2BFE9FFC-4EF6-4691-8213-D6950500D37B]
funz-app       | [ INFO ] GET /health [request-id: 7C44DE64-8DCA-4A4D-97BA-E5DB00C612A8]
funz-app       | [ INFO ] GET /health [request-id: AACF292D-5BF8-4D1B-B4AD-599832CCE083]
funz-app       | [ INFO ] GET /health [request-id: D99D0ECD-8382-41A2-A2F7-5B9CFCD37DFA]
funz-app       | [ INFO ] GET /health [request-id: 1DC1E9C1-CAEA-40C9-A7E8-DF531AF4BB7D]
funz-app       | [ INFO ] GET /health [request-id: 45238652-329E-4690-9926-2F10A1E8C7BA]
funz-app       | [ INFO ] GET /health [request-id: 4A8F2712-F008-421D-8796-9C73DBA8D229]
funz-app       | [ INFO ] GET /health [request-id: 72A1FEE5-F492-4F4D-8062-FCA3D39C2A18]
funz-app       | [ INFO ] GET /health [request-id: F9D02D48-E96E-4635-AC55-7085FA742916]
funz-app       | [ INFO ] GET /health [request-id: 0FA51705-B0ED-4DA4-9BDB-46C1260C0B4F]
funz-app       | [ INFO ] GET /health [request-id: D8F204D8-CAEF-4DEE-AF97-34C1D8999C8F]
funz-app       | [ INFO ] GET /health [request-id: 7ADB791C-C166-4C98-AD65-6C06505C9D27]
funz-app       | [ INFO ] GET /health [request-id: 052896B2-504F-4C6A-8C56-D71CEA82AA4B]
funz-app       | [ INFO ] GET /health [request-id: D6A81F88-F50B-4E82-890D-001711ABD319]
funz-app       | [ INFO ] GET /health [request-id: BF8012C5-3EFA-439C-81BC-E16A05BE6AAB]
funz-app       | [ INFO ] GET /health [request-id: 235D74F5-A7A5-478E-BECD-9253EE72C500]
funz-app       | [ INFO ] GET /health [request-id: 37FEE1B0-7322-4AE2-BF45-804115B78789]
funz-app       | [ INFO ] GET /health [request-id: E39CC1DB-BDCB-46E5-957E-570820E84028]
funz-app       | [ INFO ] GET /health [request-id: AF9CF454-2E6D-426D-9DE1-42F80132F45B]
funz-app       | [ INFO ] GET /health [request-id: 3840A668-43EB-4946-B94C-8E6C01DF5F34]
funz-app       | [ INFO ] GET /health [request-id: B5AEB725-56FF-4BBB-9F7F-BC8D4BD69BA5]
funz-app       | [ INFO ] GET /health [request-id: 2E7CC937-FB4B-492C-8056-7BA9AE5330C3]
funz-app       | [ INFO ] GET /health [request-id: 51A10F77-77E8-45EB-B0FA-D10489781CD9]
funz-app       | [ INFO ] GET /health [request-id: 48B72826-594F-4CD6-807F-6D0558E1F5ED]
funz-app       | [ INFO ] GET /health [request-id: 7386A266-4ABD-4D82-95A9-91D0087AB056]
funz-app       | [ INFO ] GET /health [request-id: C962F546-89ED-4CE4-AD46-A53B82A09DC1]
funz-app       | [ INFO ] GET /health [request-id: 43EF122F-5D8D-459B-A956-3CE19032BBA1]
funz-app       | [ INFO ] GET /health [request-id: 8EA00AF8-23C3-4445-983D-45A1C9239BDC]
funz-app       | [ INFO ] GET /health [request-id: 24FE003A-717C-4ACF-9DC0-7850D24665F8]
funz-app       | [ INFO ] GET /health [request-id: 64C877E1-F1C5-46B7-AC42-2CD98DA5A2A2]
funz-app       | [ INFO ] GET /SDK/webLanguage [request-id: 2D94BD13-7BF7-48A3-8926-210C879E21EC]
funz-app       | [ INFO ] GET /health [request-id: 10FC8A18-12DD-48CE-8AF1-F5FC636A2D23]
funz-app       | [ INFO ] GET /health [request-id: 75CCE7E2-7978-4364-9F82-6AE504E6B445]
funz-app       | [ INFO ] GET /health [request-id: 4A9C1499-74B4-43E2-9056-AACD65FFF18C]
funz-app       | [ INFO ] GET /health [request-id: 02C95632-2013-4EFE-AAB2-478D28C4A36B]
funz-app       | [ INFO ] GET /health [request-id: 33FFCB40-8173-4C8E-A1E3-6E3F2F56275B]
funz-app       | [ INFO ] GET /health [request-id: 6A732392-2A20-4BEA-AF0B-6C782652BB59]
funz-app       | [ INFO ] GET /health [request-id: 9E25611D-AD93-4A40-8BE2-8E7513BCDAE1]
funz-app       | [ INFO ] GET /.git/config [request-id: 202B8832-96B6-44F2-9C67-B9A324456C06]
funz-app       | [ INFO ] GET /health [request-id: 0762F721-00C5-4087-ADB3-9FBD17EA6749]
funz-app       | [ INFO ] GET /health [request-id: 137936AE-804D-441C-B52D-C609A6C5F9A9]
funz-app       | [ INFO ] GET /health [request-id: 970A7833-A084-4E4B-B1A2-F3E1776621C6]
funz-app       | [ INFO ] GET /health [request-id: 776DF20A-D28A-4DE2-8449-9CC68E9C5B3D]
funz-app       | [ INFO ] GET /health [request-id: 4F7F998F-E3C7-4F3C-85CC-E735845CADC3]
funz-app       | [ INFO ] GET /health [request-id: 542BCDA6-0F4F-42A1-BF2A-895A18871C93]
funz-app       | [ INFO ] GET /health [request-id: FB0D6EF8-6843-4438-80AE-F7F6E31188E7]
funz-app       | [ INFO ] GET /health [request-id: 13C5200E-4415-42E1-9933-F163805111E2]
funz-app       | [ INFO ] GET /health [request-id: EB18BE52-5015-4945-9662-2926D1E95636]
funz-app       | [ INFO ] GET /health [request-id: 88C9F560-EAEB-48E6-8FC7-82AF32138C49]
funz-app       | [ INFO ] GET /health [request-id: 5B137A76-BB03-46DF-AB9D-64A926A68D8B]
funz-app       | [ INFO ] GET /health [request-id: 28C969A6-36AF-4ABD-BB03-E60C660E6024]
funz-app       | [ INFO ] GET /health [request-id: 92C3B8D5-AF02-44AE-94A9-FC0D9B4B7692]
funz-app       | [ INFO ] GET /health [request-id: 1F0F257F-0098-4491-8BEE-4310958FDA43]
funz-app       | [ INFO ] GET /health [request-id: DFACB8C1-41DC-4A7D-82AB-E045220CEFEB]
funz-app       | [ INFO ] GET /health [request-id: 9B43514C-4477-4110-97D7-938BEDA436C3]
funz-app       | [ INFO ] GET /health [request-id: F99AE49A-DCE3-4938-9B71-67DB952F9403]
funz-app       | [ INFO ] GET /health [request-id: BC961A01-8A6E-440C-A1E8-C92F6306EE44]
funz-app       | [ INFO ] GET /health [request-id: DB8F1518-D86E-4EA3-8F8B-6D32BB549DA8]
funz-app       | [ INFO ] GET /health [request-id: 51129B9B-C10B-451E-BC37-12673DADD6F6]
funz-app       | [ INFO ] GET /health [request-id: F71DFE4E-330E-478C-8FD9-C15D187A871B]
funz-app       | [ INFO ] GET /health [request-id: 9B0726C8-422C-4CE6-8A09-509756F6039E]
funz-app       | [ INFO ] GET /health [request-id: 9BF1D273-A823-43AD-B911-16401808AE2D]
funz-app       | [ INFO ] GET /health [request-id: A512B956-158F-41A2-86C4-E823F2FB5E18]
funz-app       | [ INFO ] GET /health [request-id: 20C5C234-D099-48A7-8887-75909A48C69F]
funz-app       | [ INFO ] GET /health [request-id: E5434E2B-C857-44BE-987D-3803F73A6012]
funz-app       | [ INFO ] GET /health [request-id: BEAD2E1D-5AB7-402D-AA2E-B9EA4EFF6771]
funz-app       | [ INFO ] GET /health [request-id: 25071403-7ADD-41C4-8F85-B4DFAE3C40DB]
funz-app       | [ INFO ] GET /health [request-id: B2C4FE48-3CBD-4F0A-9831-3B6173F8696B]
funz-app       | [ INFO ] GET / [request-id: 2ED367CA-F545-45DD-AE46-8836943D50C3]
funz-app       | [ INFO ] GET /health [request-id: 1689DE34-1EFF-47F0-AB13-4CAD168E3E50]
funz-app       | [ INFO ] GET /health [request-id: A6DBDCC4-08F8-4586-A5B1-4D0C0679F55A]
funz-app       | [ INFO ] GET /health [request-id: C2B83CC8-149C-4FEB-B8E0-C0DE3D6217E4]
funz-app       | [ INFO ] GET /health [request-id: 936B545A-FDD1-4CC1-A67C-65F959EF7F09]
funz-app       | [ INFO ] GET /health [request-id: 47B46EA1-AFC9-48E8-9B93-3706DDD205C7]
funz-app       | [ INFO ] GET /health [request-id: 77B19DE3-7B03-4716-8F93-095308171949]
funz-app       | [ INFO ] GET /health [request-id: F864D51C-A1A2-4A77-B0E1-891BB8EE3BDB]
funz-app       | [ INFO ] GET /health [request-id: A94811E8-2882-4AC7-BD2F-7FB931550256]
funz-app       | [ INFO ] GET / [request-id: 7B04EBC9-5C57-4565-98D6-3962BB474C67]
funz-app       | [ INFO ] GET /health [request-id: 4D9800A8-D96C-4D00-B74A-798764B8CC50]
funz-app       | [ INFO ] GET /health [request-id: 29B3DE17-8554-496A-B8EC-6336C011C0B8]
funz-app       | [ INFO ] GET /health [request-id: 08FD42A0-1CB1-4DB0-83F9-4531C822EFD4]
funz-app       | [ INFO ] GET /health [request-id: B0725B4F-D89F-4CAF-A048-94A9480EB846]
funz-app       | [ INFO ] GET /health [request-id: 94A0B481-D467-410A-8D96-859CED95E886]
funz-app       | [ INFO ] GET /health [request-id: F98399B0-1CBB-4D3B-84F2-CD7F0EA5398A]
funz-app       | [ INFO ] GET /health [request-id: DE32DED4-823F-4475-BFE3-6CF8A033F605]
funz-app       | [ INFO ] GET /health [request-id: FC7D4C68-91AB-45F3-AD0C-8588A316C093]
funz-app       | [ INFO ] GET /health [request-id: 9D0CE3EB-2C73-4F89-8BBE-0163D9BBE047]
funz-app       | [ INFO ] GET /health [request-id: BF279D97-859A-4CEE-85F7-EC452AAEC65C]
funz-app       | [ INFO ] GET /health [request-id: 2C630367-007F-4866-AED9-F2661A87A66D]
funz-app       | [ INFO ] GET /health [request-id: 735ECB5A-FC2E-457C-92CF-BB1B0B70B247]
funz-app       | [ INFO ] GET /health [request-id: 2D3E45CC-32C2-46B8-A7ED-73814BD87EBE]
funz-app       | [ INFO ] GET /health [request-id: B10DD8B2-208F-47F4-989B-68C1837AB1D6]
funz-app       | [ INFO ] GET /health [request-id: 9CBF0BD4-93A8-47EA-9224-CA2FC0D9023D]
funz-app       | [ INFO ] GET /health [request-id: AE33D7DD-3F9F-4E37-9D11-EB05D15A4CEF]
funz-app       | [ INFO ] GET /health [request-id: 167CF804-FD3A-4BA7-A064-14A8A5F71638]
funz-app       | [ INFO ] GET /config.json [request-id: 7FAC48CF-58B0-4611-8D85-378F41A6F308]
funz-app       | [ INFO ] GET /health [request-id: 7D73C08C-DA27-43D7-9C0D-059F8A7A911A]
funz-app       | [ INFO ] GET /health [request-id: 5645EF2A-7B66-4A8C-A1CB-A9E26113BFD3]
funz-app       | [ INFO ] GET /health [request-id: BB8B6484-50C5-4E0E-BB62-D1C0F623089E]
funz-app       | [ INFO ] GET /health [request-id: 95D5DD1F-89BD-4540-AA97-7B616E8E89F6]
funz-app       | [ INFO ] GET /health [request-id: 9257BE82-3C29-4CCC-9ECC-8C8A3DE8CAA2]
funz-app       | [ INFO ] GET /health [request-id: 973AA749-94B7-4B8F-8ADF-E14EE8E82D30]
funz-app       | [ INFO ] GET /health [request-id: 3D038EF6-6EB4-40A7-BE09-DA473A6AD685]
funz-app       | [ INFO ] GET /health [request-id: ADE10C5A-8A7D-4546-B92E-03B90D426C24]
funz-app       | [ INFO ] GET /health [request-id: B01BA752-DFD0-420C-819F-377B66C1631C]
funz-app       | [ INFO ] GET /health [request-id: 31E8DCC3-255E-4539-826B-64E3ECBBE1DE]
funz-app       | [ INFO ] GET /health [request-id: A82EEDA7-7BEA-47ED-8109-6EC82D6920B5]
funz-app       | [ INFO ] GET /health [request-id: 79C9ADDC-AB02-4C91-80D8-CAB293C661E9]
funz-app       | [ INFO ] GET /health [request-id: F2658F68-92C9-4D31-862F-7A1A8687BAD1]
funz-app       | [ INFO ] GET /health [request-id: BC4FC2A5-0444-457A-997E-7D01DB930544]
funz-app       | [ INFO ] GET /health [request-id: 1324AE07-ABE5-4656-A981-DF77FE6000C2]
funz-app       | [ INFO ] GET /health [request-id: F9623A28-3678-40B4-BFBA-325387D24623]
funz-app       | [ INFO ] GET /health [request-id: 9EF1015B-B90F-468B-8FD4-A56734744191]
funz-app       | [ INFO ] GET /health [request-id: B7C86928-1A8D-4279-97E6-D920889CF943]
funz-app       | [ INFO ] GET /health [request-id: 84B28EC0-03D5-4C4E-BCA3-06A89971D5BB]
funz-app       | [ INFO ] GET /health [request-id: 5EF5F1A3-2F72-48ED-9101-313DFD4F6085]
funz-app       | [ INFO ] GET /health [request-id: 5D929CC6-E75A-4BCE-B824-CE47AA181631]
funz-app       | [ INFO ] GET /health [request-id: 354C6E8B-AB95-4A85-B5E9-716DC5CF5930]
